X4009.BIG.EDDY....230.,X4006.BIG.EDDY....500.,X6333.BRIDGER.....20.0,X6301.BRIDGER.....345.,X5031.CANAD.G1....20.0,X5002.CANALB......500.,X4010.CELILO......230.,X5032.CMAIN.GM....20.0,X7031.COLOEAST....20.0,X6203.COLSTRP.....230.,X4131.COULEE......20.0,X4101.COULEE......500.,X7032.CRAIG.......20.0,X2400.DEVERS......500.,X2901.ELDORADO....500.,X6533.EMERY.......20.0,X1002.FOURCORN....345.,X6202.GARRISON....500.,X6404.GONDER......345.,X1333.H.ALLEN.....20.0,X1303.H.ALLEN.....345.,X4132.HANFORD.....20.0,X1331.HOOVER......20.0,X2100.IMPERIAL....230.,X2302.IMPRLVLY....230.,X2301.IMPRLVLY....500.,X2634.INTERM1G....20.0,X2604.INTERMT.....345.,X2431.LUGO........20.0,X2401.LUGO........500.,X4031.MALIN.......20.0,X2438.MESA.CAL....20.0,X3333.METCALF.....20.0,X2030.MEXICO......20.0,X6102.MIDPOINT....345.,X6101.MIDPOINT....500.,X2202.MIGUEL......230.,X6335.NAUGHT......20.0,X1202.NAVAJO......500.,X1232.NAVAJO.2....20.0,X4201.NORTH.......500.,X8001.OLINDA......500.,X1431.PALOVRD2....20.0,X1403.PARKER......230.,X3234.PITSBURG....20.0,X3926.RIO.OSO.....115.,X3906.ROUND.MT....500.,X1004.SAN.JUAN....345.,X6507.SIGURD......345.,X1034.SJUAN.G4....20.0,X2619.SYLMARLA....230.,X3933.TESLA.......20.0,X3903.TESLA.......500.,X6401.TRACYSPP....345.,X6433.VALMY.......20.0,X6403.VALMY.......345.,X2603.VICTORVL....500.,X1402.WESTWING....500.
0.005711185534118376,0.04614904039736832,0.1522323602291485,0.22730187637447866,0.5489201925468112,-0.7539642476348962,0.013928206225469206,-0.6012966597042071,0.2348274749827758,0.21134336475053073,-0.09136035115563461,-0.0869479289114166,0.21970785202627685,0.07490887880494372,0.1328270920481047,-0.0035126716487828497,0.059860660311959774,0.07932650882026719,0.3919688025184507,0.11908157223200762,0.15357057026016613,0.039940196415374045,0.11557832949403865,0.08250001465924488,0.05307182190930396,0.05272003456798258,0.037053809562164634,0.038891411935599224,0.18656059698363867,0.18652306687711298,0.19389126724121003,0.2639038286810616,0.17076420473899784,0.21040640741592673,0.2671348454502369,0.2919777205246702,0.0751994211085482,0.10689469149369252,0.08982784514678444,0.09117535203529074,0.016411740597376902,0.27979398217638785,0.028163837091207088,0.02918254420581479,0.09990777280026683,0.40889789329809856,0.20415661975201738,0.0751861603806351,0.10928432869200361,0.07540424154285541,0.35272689046470823,0.21094387966853845,0.22455785873870276,0.4693015121199658,0.45432473017390923,0.3773102272463232,0.19262134063679448,0.02894734671761466
0.005711185534118376,0.048712875974778504,0.20738901248588046,0.2570060988550926,0.5489201925468112,-0.7749076989564084,0.016713847470315634,-0.6681073996707918,0.25439643123128874,0.2839926463833424,-0.11852153663424787,-0.11252084917974751,0.24922084707473485,0.06872374202294294,0.1265394190517416,0.006147175385077498,0.06139554903790855,0.0824995691735288,0.4264730985147187,0.1500754061006024,0.1887638259446987,0.03379555081342862,0.11938860409271843,0.07706045325318948,0.053661508819490264,0.051535314690147924,0.055930278584449246,0.05764262840452958,0.18899929759760214,0.18896127690172293,0.20901753631674808,0.23128650154071675,0.1753179168654992,0.20733478103020564,0.3038835543479555,0.33154479480112303,0.08047657346705052,0.13080534617014333,0.09342095895256008,0.09414846134076543,-0.0032823481191838495,0.29378368128509075,0.027476914235305388,0.028209792732225233,0.0925071970370711,0.4354134563447218,0.21752401747384192,0.07736546937715653,0.13959677022703518,0.07825737500667779,0.33237726216845737,0.21094387966853845,0.23518781654883808,0.5577048202169944,0.4809075601308419,0.4504140837755961,0.19262134063679448,0.030827044556430566
0.00856677830086053,0.051276711552188686,0.26695819692328815,0.28929329720396013,0.49174100582514235,-0.9215118582209454,0.03342769494063127,-0.8462693729166659,0.272567604890733,0.354990807979178,-0.14074432475296375,-0.13042189336769272,0.2672565662709136,0.06528755492178054,0.12418154167812727,0.013172518682448205,0.06388974321758065,0.09519181058446154,0.47201876923013575,0.18270049438356256,0.20636045378696502,0.030723228011773712,0.11176805489535886,0.0689011111441064,0.04776463971841284,0.051535314690147924,0.07480674760673385,0.07639384487345993,0.18046384544818847,0.1804275418157234,0.21726822853971334,0.20163438595867486,0.17987162899200054,0.20733478103020564,0.3519395582915122,0.37247625094937614,0.08575372582555284,0.156122509944768,0.09611579430714114,0.09712157064646018,-0.016411740597376902,0.2984469143214976,0.024042299955873148,0.027885542241076713,0.08510662127469698,0.45076457179275053,0.22603054329667402,0.08099765103807938,0.172302299251833,0.08070291797561667,0.3188108433044156,0.2075955641185156,0.24316028490666083,0.5871725895826707,0.5268233573292289,0.48578691757966075,0.1812535238124217,0.03270674239516299
0.01998914936909728,0.061532053862968,0.32652738136069587,0.3319123990241211,0.4231259817545691,-0.9633987608686203,0.044570259921254046,-0.9353503595371305,0.3019210392636576,0.4243378495380375,-0.15062111947275855,-0.13809376944807844,0.2918507288109919,0.06253860524078958,0.11553599130814984,0.024588701540699975,0.06254671558235948,0.13326853481796433,0.5106635807459314,0.2039068017674142,0.21755830786856867,0.027650905210800998,0.10160732263211879,0.05892858189960441,0.043047144437577095,0.04679643517841472,0.088090188770558,0.0909781243493289,0.17192839329850404,0.17189380672999457,0.22689403613337636,0.171982270376633,0.19125590930749556,0.19811990187338338,0.3858614434280851,0.4188652345842246,0.07256084492937027,0.17440712822664958,0.09521751585554762,0.09613053421115525,-0.022976436836473428,0.3042759556166179,0.01957730139262649,0.025615788802821074,0.08880690915588403,0.46472013129107115,0.2357522870943891,0.08027121470587868,0.20101934912707944,0.08437123242902499,0.3035486220825099,0.2075955641185156,0.25113275326418855,0.6133661623521875,0.5630726709071571,0.5258761292249655,0.16862261622959834,0.02932328628534445
0.03426711320407619,0.07178739617317802,0.3772715014367521,0.36549108530654184,0.3773826323767262,-0.9005684068994332,0.06406974863641611,-0.8908098662293708,0.3354678214037881,0.4623136103914194,-0.16049791419200507,-0.1432083535018582,0.319724113023566,0.05841518071945573,0.10374660443990362,0.03688305231104996,0.06062810467495546,0.17134525905217168,0.5451678767421995,0.2169568370805258,0.23835432259098868,0.039940196415374045,0.09652695650063975,0.04532967838426463,0.041278083707280054,0.04205755566668151,0.10207275841678676,0.10486791432625153,0.15119943807819,0.15116902152148662,0.23101938224485896,0.13936494323595897,0.19808647749699482,0.17508270398098674,0.4183699166837713,0.4597966907324777,0.06200654021236564,0.19691127380430193,0.08982784514678444,0.09117535203529074,-0.02625878495565728,0.30544176387584904,0.015455764257368812,0.021400532417602314,0.09620748491907978,0.46192901939134506,0.23818272304388535,0.07809190570935723,0.2297363990023259,0.08437123242902499,0.2713283772804579,0.20424724856849277,0.2537902427167961,0.6319199430640802,0.596905363579568,0.5636071519491265,0.14336080106423205,0.022180434497894103
0.051400669805797244,0.08717040963934698,0.41698429106185386,0.3964867957212826,0.3087676083086922,-0.9005684068994332,0.044570259921254046,-0.8685396195705458,0.36621903836609165,0.5283584118759602,-0.16049791419200507,-0.14576564552846416,0.3459578863998922,0.047419381995797066,0.08645550369994877,0.0456647314328121,0.059860660311959774,0.20307586258056037,0.5672506261798845,0.234900635636009,0.25755064387368704,0.018433936807200665,0.11430823796123939,0.03445055557215385,0.03656058842644431,0.03909575597183182,0.11535619958061091,0.11806321480438199,0.14022528531454212,0.14019707641087714,0.2351447283563416,0.10526501031662726,0.20491704568699962,0.16126038524575337,0.4367442711327875,0.4952706193944385,0.06200654021236564,0.21097636479041273,0.0853364528894153,0.08721120629473117,-0.02625878495565728,0.30311014735764563,0.012021149977936574,0.016861025541091035,0.10730834856346258,0.4451823479934533,0.23939794101849857,0.0777286875432972,0.25765575304776833,0.08274087044976257,0.218758504182155,0.19420230191693733,0.25113275326418855,0.6439253305834118,0.6259048144414813,0.5989799857537148,0.13325607499802944,0.017293220116989447
0.042833891504936716,0.08204273848395734,0.4566970806869556,0.41844209059856985,0.2744600962746752,-0.6911338936657091,0.08078359610735028,-0.7126478929834966,0.3969702553280849,0.5877987332118637,-0.17037470891179987,-0.15855210566262962,0.3771104922842341,0.037110820692309844,0.07309419858274266,0.06234992176404315,0.05698274395078984,0.20942198328567446,0.5838126882583016,0.25121317977712687,0.24475309635200654,0.030723228011773712,0.11049796336255961,0.02901099416589716,0.03656058842644431,0.0355415963380648,0.12234748440372528,0.1250081097929204,0.12925113255062348,0.12922513130053834,0.24064518983852198,0.07561289473425617,0.21630132600249466,0.14897387970321005,0.4522918018203442,0.5198294930832086,0.06464511639154356,0.21941541938195427,0.08353989598642775,0.08622016985942624,-0.04267052555303418,0.30077853083944217,0.012021149977936574,0.012970019647020796,0.12580978797104111,0.43680901229458485,0.2418283769679948,0.07554937854669512,0.2775981487944624,0.08233327995496958,0.19501727117017614,0.19420230191693733,0.2537902427167961,0.6548393192371954,0.6428211607779551,0.6296364417175865,0.1193620766570359,0.01315788487162785
0.06567863364077615,0.09486191637214682,0.49640987031156747,0.4326484578719568,0.25158842158448413,-0.5026428317581476,0.08914051984250809,-0.5567561663915024,0.4165392115765978,0.6208211339543174,-0.16543631155190247,-0.1508802295822439,0.40006504398842846,0.030925683910309067,0.06051885259001649,0.07552244044649135,0.05352924431743703,0.23797952646150614,0.5727713135394591,0.24468816212075215,0.2239570816292313,0.024578582409828284,0.08890640730299817,0.01541209065075868,0.02889465859506985,0.034356876460098613,0.13213528315599227,0.13473096277678165,0.10364477610184097,0.10362392604281047,0.24339542057930685,0.044478173373227424,0.21630132600249466,0.14897387970321005,0.4593588612238361,0.537566457414189,0.06464511639154356,0.23629352856503738,0.08174333908363966,0.08622016985942624,-0.04595287367221803,0.2914520647668873,0.008243074270591616,0.011673017682354715,0.13691065161542393,0.41587567304725886,0.24304359494287783,0.07191719688585292,0.30392211118029683,0.08029532748082369,0.17297184051606126,0.18415735526612534,0.2537902427167961,0.6384683362563988,0.6331546771569596,0.6461437641593089,0.09283717073321898,0.012781945303898059
0.07995659747575505,0.10511725868235684,0.5295038616659006,0.4416888734094103,0.057179186721668815,-0.48169938043198496,0.06406974863641611,-0.5122156730787976,0.4235281245225618,0.6571457747707232,-0.1629671128722279,-0.14576564552846416,0.4099027090044598,0.019242647766478962,0.0408698744764473,0.09220763077772241,0.050075744684041634,0.26019094893081457,0.5796721727384675,0.22674436356526895,0.21435892098805973,-0.015361614006227951,0.07366530890827908,0.00997252924470329,0.025946224044531143,0.028433277070399228,0.13493179708514486,0.13820341027105087,0.09023192272395886,0.0902137709078617,0.2378949590974318,0.016308663570172414,0.21402446993949675,0.14283062693176787,0.4565320374623766,0.545752748643779,0.05541009976420112,0.2503586195511482,0.07455711147188893,0.07928291481339197,-0.055799918030498406,0.27396494088100865,0.007899612842678897,0.009079013752950556,0.140610939496611,0.3837778862013383,0.23818272304388535,0.06792179705887005,0.32545989858677593,0.07703460352220834,0.1492306075040824,0.17076409306529053,0.24847526381158097,0.596995179371391,0.6355712980624768,0.6390691973984959,0.07768008163377482,0.005263153948634445
0.06282304087339993,0.08973424521675717,0.5559790547489751,0.44814631307918384,-0.18297339751645014,-0.43981247778896043,0.05849846614672325,-0.4676751797710378,0.4277214722900781,0.6934704155871291,-0.16790551023157702,-0.15343752160884985,0.4164611523487234,0.010995798723658664,0.025936651110106793,0.10889282110895346,0.04527921741546767,0.26336400928407616,0.5741514853791995,0.21369432825215734,0.19516259970536137,-0.02150625960885557,0.06477466817783824,0.012692309947730985,0.027125597864772814,0.024879117436632205,0.13702918253204813,0.14028687876758156,0.09023192272395886,0.0902137709078617,0.23101938224485896,-0.008895634674908849,0.20491704568699962,0.13515156096797667,0.44663815429773895,0.541659603028984,0.05541009976420112,0.26161069233997436,0.06826916231153224,0.07432773263752747,-0.09518809546434874,0.25764362525410234,0.010303842838220454,0.007782011788212478,0.13691065161542393,0.34609787555612054,0.22967619722078345,0.062110306401425765,0.34540229433347,0.07255110807912356,0.13396838628217667,0.15067419976366658,0.24183154018020953,0.5718930054671797,0.6307380562519791,0.641427386319116,0.0738908093589839,0.0022556374065456943
