Time,X4009.BIG.EDDY....230.,X4006.BIG.EDDY....500.,X6333.BRIDGER.....20.0,X6301.BRIDGER.....345.,X5031.CANAD.G1....20.0,X5002.CANALB......500.,X4010.CELILO......230.,X5032.CMAIN.GM....20.0,X7031.COLOEAST....20.0,X6203.COLSTRP.....230.,X4131.COULEE......20.0,X4101.COULEE......500.,X7032.CRAIG.......20.0,X2400.DEVERS......500.,X2901.ELDORADO....500.,X6533.EMERY.......20.0,X1002.FOURCORN....345.,X6202.GARRISON....500.,X6404.GONDER......345.,X1333.H.ALLEN.....20.0,X1303.H.ALLEN.....345.,X4132.HANFORD.....20.0,X1331.HOOVER......20.0,X2100.IMPERIAL....230.,X2302.IMPRLVLY....230.,X2301.IMPRLVLY....500.,X2634.INTERM1G....20.0,X2604.INTERMT.....345.,X2431.LUGO........20.0,X2401.LUGO........500.,X4031.MALIN.......20.0,X2438.MESA.CAL....20.0,X3333.METCALF.....20.0,X2030.MEXICO......20.0,X6102.MIDPOINT....345.,X6101.MIDPOINT....500.,X2202.MIGUEL......230.,X6335.NAUGHT......20.0,X1202.NAVAJO......500.,X1232.NAVAJO.2....20.0,X4201.NORTH.......500.,X8001.OLINDA......500.,X1431.PALOVRD2....20.0,X1403.PARKER......230.,X3234.PITSBURG....20.0,X3926.RIO.OSO.....115.,X3906.ROUND.MT....500.,X1004.SAN.JUAN....345.,X6507.SIGURD......345.,X1034.SJUAN.G4....20.0,X2619.SYLMARLA....230.,X3933.TESLA.......20.0,X3903.TESLA.......500.,X6401.TRACYSPP....345.,X6433.VALMY.......20.0,X6403.VALMY.......345.,X2603.VICTORVL....500.,X1402.WESTWING....500.
10,-1.2913241386740866,-1.2236971930457394,-0.6421742217830912,-0.2680755774079521,-1.5907571671063048,1.6449218426807393,-1.3058103183815306,1.6954296140885576,0.14224010474954463,-0.46232518764601305,0.6468474492340307,0.5316795121506014,0.043005870925938515,0.09588270891104057,-0.029991517646088338,0.0423842934882985,-0.30617437334453146,0.2618382297138274,-0.003492492539530061,-0.21685124295661087,-0.2252211939559859,-0.9563683074536309,-0.8644296407199591,0.03804122752338598,0.24069540642282014,0.40730351176611623,-0.6354102451294596,-0.6300081597306382,-0.5504723695657402,-0.5502876637024704,-0.6887880205761547,-0.24256933896345756,-0.626028851270243,0.09148840478954794,-0.2193319505086871,0.13482526729872438,0.19756116174046645,-0.8763114890808034,-0.5515795159432623,-0.5138111130740945,-0.42806688499764123,-0.8745070093245189,-0.47688101125709625,-0.21716996921141377,-0.36724355737827546,-0.11630966654772615,-0.5892825154071143,-0.27371154496557104,-0.38974674369584866,-0.22406492702567996,-0.3341197450081974,-0.497338117847013,-0.6982884042963864,0.1479087524124373,-0.01808192831852076,0.011587649097488622,-0.3598689522110087,-0.27101271243971825
10.033333,-1.3111906638827946,-1.2325645640110803,-0.6544061117221659,-0.31771920285309346,-1.6733939030575555,1.6144603270780455,-1.2284289661811914,1.6954296140885576,0.2277980624937566,-0.43852903828159695,0.552417164674785,0.43876464594931397,0.11557827811338516,0.041092589533520345,-0.06690415474837522,0.037674927545502786,-0.3608483685843229,0.185820679152656,0.024447447772832982,-0.22398450752760202,-0.22237029276658948,-0.8946671263280321,-0.8550336663650784,-0.025360818349862525,0.1891178193314887,0.2769663880017308,-0.6555819989425423,-0.6496959147228012,-0.5567996381816241,-0.5566128092624465,-0.6887880205761547,-0.21865405202348384,-0.6736614812580074,0.09417924022430618,-0.25588727559269525,0.07445574462818728,0.09878058087057595,-0.8944420716133523,-0.6642678041467953,-0.6143393743281531,-0.4864396420423814,-0.8961890012910567,-0.57114818790054,-0.43433993842282753,-0.34564099517884794,-0.12032034470466713,-0.5931593740607857,-0.3166466892727276,-0.4219103099234819,-0.26327628925585805,-0.3524779727551928,-0.47703860283450494,-0.7142492821093511,0.1561259053241718,0,-0.011587649096202135,-0.3566558365665287,-0.40228449502851477
10.066667,-1.2515910882522596,-1.1793603382269109,-0.6544061117221659,-0.36239846575515366,-1.6733939030575555,1.6449218426807393,-1.151047613980852,1.6954296140885576,0.32832866284290885,-0.3841378397350072,0.47687293702696903,0.3664975277932665,0.20965362076380106,0.006848764922380119,-0.0807463936623091,0.023546829716069955,-0.4182560635864984,0.15203510112421836,-0.013969970156569266,-0.2225578546135305,-0.21666849038779668,-0.8843835961411934,-0.8926175637887738,-0.0634020458732485,0.09169348816095316,0.19550568564778403,-0.6555819989425423,-0.6496959147228012,-0.563126906797508,-0.5597753820420834,-0.6754566395328472,-0.18619759117629536,-0.6872708041120861,0.09687007565906444,-0.33422011506041477,0.030184761336162196,0.03704271782612326,-0.9065291266354989,-0.7591632047393828,-0.7036978287759296,-0.49616843488461154,-0.9034163319468368,-0.6321445963170308,-0.5791199178985647,-0.3348397140803334,-0.10828831023428946,-0.5931593740607857,-0.36494872662036415,-0.4465059782150531,-0.3024876514860361,-0.3341197450081974,-0.4668888453259972,-0.7182395015621493,0.19721166988284428,-0.04821847551650146,0,-0.3502296052768553,-0.48274139403421773
10.1,-1.1820582500151653,-1.1172887414774006,-0.6299423318453744,-0.4318995413792334,-1.5494387991283856,1.370768202236204,-1.2284289661811914,1.4532253835011855,0.4224424163617795,-0.29915159200624375,0.38716416669531867,0.2787445986038622,0.3010410964815696,-0.013697529843999872,-0.08997455293775275,0.04709365943213991,-0.453794160492636,0.11824952309765621,-0.12223723886649138,-0.21685124295661087,-0.20811578681992396,-0.9152341867039928,-0.9208054868555022,-0.06974225046001023,0.01146168602043727,0.11404498329383728,-0.6555819989425423,-0.6496959147228012,-0.563126906797508,-0.5597753820420834,-0.6754566395328472,-0.1537411303291069,-0.6940754655391254,0.09417924022430618,-0.34988668295372677,-0.03018476133526855,-0.05556407673987033,-0.9609208742331458,-0.8481276427954274,-0.7874713798199449,-0.5448123990871215,-0.9142573279301058,-0.6543251084691536,-0.664671723950483,-0.34564099517884794,-0.10828831023428946,-0.6047899500226606,-0.37568251269774916,-0.4729936209904298,-0.3473006368914209,-0.28271670731400145,-0.44658933031123554,-0.7342003793751141,0.1807773640593753,-0.1868465926256067,-0.04055677183928044,-0.3502296052768553,-0.5928403084625301
10.133333,-1.2317245630413463,-1.1438908543694855,-0.5810147720904335,-0.46168571664653874,-1.3635061432346307,1.1270760773943624,-1.3154829874057676,1.2110211529214958,0.5101393230494187,-0.1665730455486481,0.26440479676735573,0.14969617332397797,0.3870528383328498,-0.02054629476637999,-0.10381679185117436,0.07064048914716417,-0.5084681557324273,-0.008446394506171668,-0.24098198519422817,-0.20543801964308836,-0.18103222552144937,-0.9358012470799536,-0.8738256150769261,-0.09510306880987275,-0.08023180214051588,0.027153567450109727,-0.6303673066753491,-0.6250862209831438,-0.6263995929542393,-0.6230268376397375,-0.6887880205761547,-0.11786819991895667,-0.7144894498194879,0.09148840478954794,-0.36555325084703877,-0.07445574462729364,-0.14817087130586393,-0.9790514567656947,-0.9192991932392095,-0.8489053172526362,-0.6129139489740918,-0.9178709932575947,-0.6321445963170308,-0.7041571728992084,-0.34564099517884794,-0.2005339078412603,-0.6319279606009426,-0.4186176570060974,-0.4805615189260717,-0.3697071295934914,-0.25701518846771876,-0.45673908781974326,-0.7661221350001576,0.03286861164693798,-0.3194474002969895,-0.1564332628115937,-0.408065686882489,-0.6648280602051676
10.166667,-1.3111906638827946,-1.2059624511189957,-0.5198553223964177,-0.46665007919072216,-1.1569143033496228,0.883383952552521,-1.3058103183815306,1.0034175267081384,0.6063920255117164,-0.11898074682057078,0.11803785570036762,-0.010323874021473792,0.4838160479165099,-0.04451697199356986,-0.13611534931650782,0.05180302537493562,-0.5412725528767878,-0.19426707365695217,-0.3492492539049258,-0.18118492010197182,-0.14111960887116573,-0.966651837642753,-0.8080537945865023,-0.09510306880987275,-0.1891178193314887,-0.06516856188339859,-0.6001096759551653,-0.5955545884959922,-0.6390541301860071,-0.6356771287596897,-0.7110069889819963,-0.08370350429009767,-0.7417080955268898,0.08341589848467569,-0.4073307652295906,-0.11872672791931872,-0.2531252384810222,-0.9246597091680478,-0.937092080850155,-0.8656600274614392,-0.6712867060188319,-0.9214846585850835,-0.6543251084691536,-0.6909953565829666,-0.34564099517884794,-0.3569503559575057,-0.6784502644484423,-0.4400852291596757,-0.4767775699584608,-0.403316868647219,-0.29373164396334006,-0.4668888453259972,-0.8140047684372798,-0.17529926211862443,-0.4460208985266348,-0.2954850519763112,-0.408065686882489,-0.6394206184131507
10.2,-1.3111906638827946,-1.2148298220823674,-0.458695872702402,-0.4815431668254771,-0.9709816474558679,0.6396918277106795,-1.2090836281305695,0.7266126917544341,0.7005057790301122,-0.08838569763839708,-0.023607571140073523,-0.15485811033471486,0.5832671244328174,-0.07533641414390022,-0.15457166786790738,0.056512391317731336,-0.5412725528767878,-0.3040702022465612,-0.3702042091390042,-0.14266529141887296,-0.08695248627421656,-0.9152341867039928,-0.6671141792528602,-0.06974225046001023,-0.20631034836150833,-0.16292140470668767,-0.5748949836879722,-0.5709448947563348,-0.5789450783361639,-0.5755882459416726,-0.7198945763445304,-0.04270586953569445,-0.7417080955268898,0.07803422761456169,-0.3707754401455825,-0.17507161574545124,-0.33955824674243346,-0.9065291266354989,-0.937092080850155,-0.8712449308652004,-0.7588458415881023,-0.9142573279301058,-0.6265994682796158,-0.7041571728992084,-0.2916345896838768,-0.4291425627802169,-0.701711416372192,-0.4186176570060974,-0.4862374423779081,-0.4257233613505333,-0.28271670731400145,-0.44658933031123554,-0.8299656462502445,-0.3451204222958898,-0.48218475516501463,-0.4229491920461131,-0.3566558365665287,-0.6394206184131507
10.233333,-1.2416578256479058,-1.1616255962981983,-0.39753642300838626,-0.4517569915570695,-0.6610938876283559,0.48738424968368305,-1.2090836281305695,0.5536096699074086,0.7732300431123361,-0.05099174863771097,-0.15580996952322718,-0.278744598602716,0.6639031324188028,-0.06506326676071021,-0.1407294289539735,0.056512391317731336,-0.522136654542527,-0.34630217478117054,-0.4365615673807695,-0.08987913359379177,-0.029934462487870992,-0.966651837642753,-0.6013423587624364,-0.07608245504817976,-0.2693496214720046,-0.20636711262855145,-0.509336783793494,-0.5069596910334443,-0.5346541980263818,-0.5313122270232444,-0.71545078266277,0,-0.7417080955268898,0.09148840478954794,-0.3916641973362786,-0.19117015512485688,-0.35807960565549507,-0.8702679615704011,-0.9133682307026666,-0.8433204138501152,-0.7880322201104725,-0.8961890012910567,-0.6265994682796158,-0.6909953565829666,-0.28083330858296385,-0.48128137881911376,-0.713341992334067,-0.38641629877394246,-0.47488559547423526,-0.41452011499887614,-0.2202987329720974,-0.4262898152987275,-0.8339558657030427,-0.432770053355202,-0.5665670873185576,-0.4808874375309832,-0.3084591018950484,-0.614013176622074
10.266667,-1.2217913004369922,-1.1350234834061135,-0.3424929182845869,-0.45672135410235526,-0.3512061278054311,0.15230757802699643,-1.2477743042296654,0.20760362621335748,0.8309816645896199,0.016997249545903658,-0.2974553963626199,-0.40779302388145405,0.7337876726730053,-0.061638884299139975,-0.12919422985928475,0.0800592210338013,-0.5084681557324273,-0.39698054182195147,-0.5168888957783285,-0.03423966994056752,0.017105407135745414,-1.0283530187683516,-0.5825504100505886,-0.13314429633325872,-0.41835153973387157,-0.2606742475311826,-0.43369270699303436,-0.4331306098144722,-0.5536360038740334,-0.5534502364821073,-0.7198945763445304,0.04099763475440322,-0.7485127569531737,0.09956091109442018,-0.34466449365634266,-0.22336723388277455,-0.37660096456924214,-0.8521373790378521,-0.8837134180173184,-0.81539589683503,-0.8464049771552126,-0.8817343399794965,-0.604418956127493,-0.6909953565829666,-0.30243587078239137,-0.5213881603871877,-0.7327262856041454,-0.3542149405429792,-0.45028992718266403,-0.38651199912035517,-0.12483594868462335,-0.4262898152987275,-0.8419363046095251,-0.5313758882966242,-0.6509494194721006,-0.5562071566627295,-0.3116722175402418,-0.6224823238860797
10.3,-1.2515910882522596,-1.1616255962981983,-0.2568696887137797,-0.3971490035666424,-0.1239551039291699,-0.18276909362969018,-1.286464980330909,-0.10380181310667874,0.8780385413492927,0.07138844809249342,-0.4438223374306564,-0.5471653231828121,0.7929207451960215,-0.10958023875428008,-0.14303646877321863,0.13186224640873692,-0.5494736521627261,-0.4561053033707796,-0.5238738808566132,0.012839876227594029,0.06271982616482187,-1.0797706697071117,-0.40402689729325114,-0.15850511468312126,-0.4699291268239305,-0.3855806578069932,-0.3731774455515469,-0.37406734484016885,-0.563126906797508,-0.5597753820420834,-0.7376697510686115,0.07687056516455346,-0.7621220798072523,0.10494258196393669,-0.25588727559269525,-0.23544113841688197,-0.481555331743715,-0.8098326864610099,-0.8540586053319702,-0.793056283223706,-0.9631504912446928,-0.8745070093245189,-0.5267871635975256,-0.6844144484255764,-0.3348397140803334,-0.5735269764260846,-0.7598642961824275,-0.3917831918132308,-0.4143424119874199,-0.35850388324183424,-0.05507468324261672,-0.4262898152987275,-0.8539069629688056,-0.654633181973858,-0.6630040383515605,-0.6431145248919644,-0.31809844882920174,-0.6394206184131507
